Event_ID,User_ID,Session_ID,Event_Timestamp,Event_Name,Page_Name,Element_Name,Device_Type,Service_Line,Acquisition_Channel,Search_Type,Provider_ID,Location_ID,Appointment_Type,Abandonment_Step,Form_Name,Platform
EVT0065418,U28893,S136397,2026-08-22 21:24:34,provider_search,find_care,provider_search,Desktop,Orthopedics,Direct,name,,,,,,web
BADDEV00035,U28893,S136397,2026-08-22 21:24:34,provider_search,find_care,provider_search,PC,Orthopedics,Direct,name,,,,,,web
EVT0000092,U25372,S111303,2026-08-22 21:27:29,provider_profile_view,provider_profile,page,Mobile,Dermatology,Email,,P136,,,,,web
EVT0050967,U28630,S155135,2026-08-22 21:27:46,provider_search,find_care,provider_search,Tablet,,Organic,specialty,,,,,,web
EVT0005709,U30461,S154425,2026-08-22 21:28:03,provider_search,find_care,provider_search,Desktop,Pediatrics,Email,specialty,,,,,,web
EVT0057916,U11385,S132338,2026-08-22 21:28:17,homepage_view,home,page,Desktop,Primary Care,Organic,,,,,,,web
EVT0045555,U23449,S105996,2026-08-22 21:29:40,service_line_view,service_line,page,Desktop,Cardiology,Paid Search,,,,,,,web
EVT0004597,U27241,S115876,2026-08-22 21:37:40,faq_expand,various,faq,Desktop,Pediatrics,Organic,,,,,,,web
BADDEV00022,U27241,S115876,2026-08-22 21:37:40,faq_expand,various,faq,Phone,Pediatrics,Organic,,,,,,,web
EVT0046423,U15137,S110258,2026-08-22 21:39:52,faq_expand,various,faq,Mobile,Women's Health,Paid Search,,,,,,,web
EVT0031033,U21058,S123340,2026-08-22 21:41:15,provider_search,,provider_search,Mobile,Cardiology,Paid Search,condition,,,,,,web
EVT0048337,U30537,S136818,2026-08-22 21:41:24,cta_click,various,cta,Desktop,Primary Care,Paid Social,,,,,,,web
EVT0053464,U14683,S116401,2026-08-22 21:41:54,appointment_completed,scheduling,confirmation,Mobile,Orthopedics,Organic,,,,,,,web
EVT0069850,U10190,S158689,2026-08-22 21:43:07,service_line_view,service_line,page,Desktop,Neurology,Organic,,,,,,,web
EVT0021075,U12203,S152424,2026-08-22 21:43:08,homepage_view,home,page,Desktop,Neurology,Referral,,,,,,,web
EVT0068507,U26793,S113360,2026-08-22 21:44:08,homepage_view,home,page,Desktop,Pediatrics,Organic,,,,,,,web
EVT0018487,U22679,S116238,2026-08-22 21:44:34,homepage_button_click,find_care,provider_search,Desktop,Women's Health,Direct,specialty,,,,,,web
EVT0062009,U23461,S123469,2026-08-22 21:44:57,homepage_view,home,page,Desktop,Primary Care,Paid Social,,,,,,,web
EVT0045044,U21915,S111729,2026-08-22 21:47:06,date_selected,scheduling,date_selector,Mobile,Cardiology,Organic,,,,,,,web
EVT0055042,U28118,S146413,2026-08-22 21:48:12,time_selected,scheduling,time_selector,Mobile,Women's Health,Paid Search,,,,,,,web
EVT0060221,U15134,S127905,2026-08-22 21:49:26,time_selected,scheduling,time_selector,Desktop,Primary Care,Organic,,,,,,,web
EVT0009311,U28582,S124011,2026-08-22 21:49:51,provider_profile_view,provider_profile,page,Desktop,Pediatrics,Organic,,P243,,,,,web
EVT0056817,U12376,S101336,2026-08-22 21:49:55,provider_search,find_care,provider_search,Mobile,Cardiology,Paid Search,name,,,,,,web
EVT0022351,U24003,S110004,2026-08-22 21:51:31,schedule_abandoned,scheduling,workflow_exit,Desktop,Primary Care,Direct,,,,,location,,web
EVT0060329,U13968,S116832,2026-08-22 21:52:11,careers_click,home,careers_link,Desktop,Neurology,Paid Social,,,,,,,web
EVT0046154,U25940,S150324,2026-08-22 21:53:36,date_selected,scheduling,date_selector,Mobile,Neurology,Email,,,,,,,web
EVT0068084,U16493,S137216,2026-08-22 21:53:49,location_selected,scheduling,location_selector,Mobile,Women's Health,Organic,,,Waco,,,,web
EVT0058805,U21514,S128198,2026-08-22 21:53:58,schedule_abandoned,scheduling,workflow_exit,Mobile,Pediatrics,Paid Social,,,,,appointment_type,,web
EVT0069237,U24392,S108939,2026-08-22 21:54:16,location_selected,scheduling,location_selector,Mobile,Pediatrics,Email,,,Dallas,,,,web
EVT0057381,U13107,S129512,2026-08-22 21:54:20,donate_click,foundation,donate_cta,Mobile,Orthopedics,Direct,,,,,,,web
EVT0066539,U32839,S103715,2026-08-22 21:54:59,form_submit,forms,form,Tablet,Neurology,Paid Social,,,,,,contact_us,web
EVT0045833,U23516,S141137,2026-08-22 21:55:07,campaign_landing_view,campaign,page,Tablet,Pediatrics,Paid Search,,,,,,,web
EVT0033686,U18090,S120960,2026-08-22 21:55:27,medical_records_click,patient_resources,medical_records_link,Desktop,Cardiology,Organic,,,,,,,web
EVT0071814,U12539,S134695,2026-08-22 21:56:09,provider_profile_view,provider_profile,page,Mobile,Dermatology,Paid Search,,P110,,,,,web
EVT0014758,U19662,S152292,2026-08-22 21:56:38,provider_filter_click,find_care,provider_filter,Mobile,Neurology,Paid Search,,,,,,,web
EVT0027761,U22363,S122157,2026-08-22 22:00:31,provider_profile_view,provider_profile,page,Mobile,Orthopedics,Paid Search,,P389,,,,,web
EVT0054346,U17398,S125430,2026-08-22 22:00:41,homepage_view,home,page,Mobile,Cardiology,Organic,,,,,,,web
EVT0067534,U26153,S120491,2026-08-22 22:01:43,homepage_view,home,page,Desktop,Women's Health,Direct,,,,,,,web
EVT0024770,U22275,S117897,2026-08-22 22:02:37,homepage_view,home,page,Desktop,Women's Health,Paid Search,,,,,,,web
EVT0062776,U31812,S143021,2026-08-22 22:03:11,provider_profile_view,provider_profile,page,Desktop,Orthopedics,Direct,,P104,,,,,web
EVT0048697,U25702,S155841,2026-08-22 22:03:20,form_start,forms,form,Mobile,Dermatology,Referral,,,,,,appointment_request,web
EVT0051692,U31174,S125598,2026-08-22 22:04:19,provider_filter_click,find_care,provider_filter,Mobile,Primary Care,Referral,,,,,,,web
EVT0035193,U27073,S116080,2026-08-22 22:04:23,provider_filter_click,find_care,provider_filter,Mobile,Primary Care,Direct,,,,,,,web
EVT0024604,U23167,S119694,2026-08-22 22:05:41,homepage_view,home,page,Desktop,Dermatology,Email,,,,,,,web
EVT0067860,U25336,S119208,2026-08-22 22:06:23,provider_search,find_care,provider_search,Mobile,Orthopedics,Paid Search,condition,,,,,,web
EVT0008679,U32911,S138652,2026-08-22 22:10:02,cta_click,various,cta,Mobile,Cardiology,Organic,,,,,,,web
EVT0013615,U30402,S115665,2026-08-22 22:10:03,provider_filter_click,find_care,provider_filter,Mobile,Dermatology,Email,,,,,,,web
EVT0071086,U16918,S128666,2026-08-22 22:12:10,provider_profile_view,provider_profile,page,Mobile,Dermatology,Paid Social,,P141,,,,,web
EVT0004903,U12594,S149399,2026-08-22 22:14:16,urgent_care_checkin_click,urgent_care,checkin_cta,Mobile,Orthopedics,Organic,,,Fort Worth,,,,web
EVT0034407,U25709,S158020,2026-08-22 22:14:38,date_selected,scheduling,date_selector,Mobile,CARDIOLOGY,Paid Social,,,,,,,web
EVT0050186,U13103,S104985,2026-08-22 22:16:42,time_selected,scheduling,time_selector,Desktop,Dermatology,Direct,,,,,,,web
EVT0065229,U29529,S148455,2026-08-22 22:17:16,provider_search,find_care,provider_search,Desktop,Cardiology,Email,condition,,,,,,web
EVT0043332,U15832,S124572,2026-08-22 22:18:15,location_search,locations,location_search,Mobile,Women's Health,Organic,,,,,,,web
EVT0035033,U19128,S124829,2026-08-22 22:18:42,virtual_care_click,virtual_care,virtual_care_cta,Desktop,Dermatology,Referral,,,,,,,web
EVT0052254,U29969,S124450,2026-08-22 22:20:02,cta_click,various,cta,Desktop,Women's Health,Organic,,,,,,,web
EVT0064813,U19836,S137679,2026-08-22 22:22:51,appointment_type_selected,scheduling,appointment_type,Mobile,Women's Health,Paid Search,,,,New Patient,,,web
EVT0011644,U30083,S102457,2026-08-22 22:23:09,find_care_click,home,find_care_cta,Mobile,Primary Care,Email,,,,,,,web
EVT0010861,U25573,S137381,2026-08-22 22:25:45,scheduling_started,scheduling,workflow_start,Mobile,Orthopedics,Paid Search,,,,,,,web
EVT0064576,U23021,S124531,2026-08-22 22:28:35,homepage_view,home,page,Mobile,Dermatology,Paid Social,,,,,,,web
EVT0018886,U26568,S114728,2026-08-22 22:29:34,provider_call_click,provider_profile,phone_link,Mobile,Neurology,Direct,,,,,,,web
EVT0021125,U14003,S119267,2026-08-22 22:30:28,appointment_type_selected,scheduling,appointment_type,Mobile,Pediatrics,Paid Search,,,,Follow-up,,,web
EVT0013401,U12665,S135473,2026-08-22 22:32:29,provider_search,find_care,provider_search,Desktop,Primary Care,Organic,specialty,,,,,,web
EVT0071710,U12865,S151183,2026-08-22 22:35:13,mychart_click,home,mychart_link,Mobile,Women's Health,Paid Social,,,,,,,web
EVT0005468,U26064,S145658,2026-08-22 22:35:55,service_line_view,service_line,page,Desktop,Women's Health,Paid Search,,,,,,,web
EVT0011977,U16446,S122463,2026-08-22 22:38:01,scheduling_started,scheduling,workflow_start,Mobile,Dermatology,Paid Search,,,,,,,web
EVT0064897,U14136,S119694,2026-08-22 22:39:06,newsletter_signup,newsletter,form,Desktop,Cardiology,Direct,,,,,,,web
EVT0046093,U23878,S103024,2026-08-22 22:39:08,homepage_view,home,page,Desktop,Orthopedics,Organic,,,,,,,web
EVT0048584,U27979,S104288,2026-08-22 22:40:57,scheduling_started,scheduling,workflow_start,Mobile,Cardiology,Organic,,,,,,,web
EVT0048798,U30606,S109882,2026-08-22 22:41:07,provider_profile_view,provider_profile,page,Mobile,Women's Health,Paid Search,,P376,,,,,web
EVT0056666,U24527,S157555,2026-08-22 22:41:13,careers_click,home,careers_link,Desktop,Women's Health,Paid Search,,,,,,,web
EVT0014051,U25180,S151961,2026-08-22 22:41:58,service_line_view,service_line,page,Desktop,Primary Care,Email,,,,,,,web
EVT0050037,U15892,S105804,2026-08-22 22:44:35,provider_profile_view,provider_profile,page,Mobile,Women's Health,Paid Social,,P203,,,,,web
EVT0071093,U18240,S103858,2026-08-22 22:47:00,homepage_view,home,page,Tablet,Neurology,Organic,,,,,,,web
EVT0001281,U23145,S110309,2026-08-22 22:50:05,appointment_completed,scheduling,confirmation,Mobile,Women's Health,Email,,,,,,,web
EVT0015020,U27628,S100064,2026-08-22 22:50:12,provider_profile_view,provider_profile,page,Tablet,Dermatology,Organic,,P478,,,,,web
EVT0049494,U11408,S118723,2026-08-22 22:51:18,virtual_care_click,virtual_care,virtual_care_cta,Mobile,Primary Care,Paid Search,,,,,,,web
EVT0070067,U21342,S132974,2026-08-22 22:51:53,location_search,locations,location_search,Mobile,Pediatrics,Referral,,,,,,,web
EVT0036384,U10093,S144457,2026-08-22 22:52:30,find_care_click,home,find_care_cta,Mobile,Pediatrics,Referral,,,,,,,web
EVT0000570,U12924,S123005,2026-08-22 22:53:47,form_submit,forms,form,Mobile,Orthopedics,Organic,,,,,,appointment_request,web
EVT0022929,U14643,S126244,2026-08-22 22:56:44,provider_profile_view,provider_profile,page,Mobile,Cardiology,Organic,,P297,,,,,web
EVT0049901,U18219,S156618,2026-08-22 23:00:30,mychart_click,home,mychart_link,Tablet,Pediatrics,Organic,,,,,,,web
EVT0014147,U31326,S157366,2026-08-22 23:00:39,scheduling_started,scheduling,workflow_start,Desktop,Women's Health,Email,,,,,,,web
EVT0045125,U32732,S116105,2026-08-22 23:01:04,cta_click,various,cta,Mobile,Women's Health,Organic,,,,,,,web
EVT0005603,U20871,S158861,2026-08-22 23:03:29,provider_filter_click,find_care,provider_filter,Mobile,Orthopedics,Paid Search,,,,,,,web
EVT0019075,U25015,S101865,2026-08-22 23:05:21,cta_click,various,cta,Mobile,Pediatrics,Email,,,,,,,web
EVT0023277,U15886,S151899,2026-08-22 23:06:24,appointment_completed,scheduling,confirmation,Mobile,Orthopedics,Paid Search,,,,,,,web
EVT0015557,U18977,S111617,2026-08-22 23:09:13,homepage_view,home,page,Mobile,Cardiology,Paid Social,,,,,,,web
EVT0008959,U30247,S105171,2026-08-22 23:10:25,provider_search,find_care,provider_search,Mobile,Women's Health,Referral,condition,,,,,,web
EVT0048066,U30345,S121121,2026-08-22 23:10:28,homepage_view,home,page,Mobile,Pediatrics,Paid Search,,,,,,,web
EVT0028772,U26046,S102950,2026-08-22 23:11:48,provider_filter_click,,provider_filter,Tablet,Women's Health,Referral,,,,,,,web
EVT0004243,U17718,S154737,2026-08-22 23:13:17,homepage_view,home,page,Mobile,Cardiology,Direct,,,,,,,web
EVT0005513,U18569,S121898,2026-08-22 23:14:13,provider_call_click,provider_profile,phone_link,Desktop,Dermatology,Referral,,,,,,,web
EVT0005596,U22555,S127237,2026-08-22 23:14:50,provider_filter_click,find_care,provider_filter,Mobile,Pediatrics,Paid Search,,,,,,,web
EVT0033345,U18691,S112046,2026-08-22 23:15:11,cta_click,various,cta,Desktop,Neurology,Organic,,,,,,,web
EVT0045431,U31052,S109288,2026-08-22 23:17:01,date_selected,scheduling,date_selector,Desktop,Pediatrics,Paid Search,,,,,,,web
EVT0052760,U27917,S149117,2026-08-22 23:17:03,provider_profile_view,provider_profile,page,Mobile,Neurology,Email,,P220,,,,,web
EVT0044738,U16507,S115617,2026-08-22 23:19:02,provider_profile_view,provider_profile,page,Desktop,Primary Care,Direct,,P157,,,,,web
EVT0021020,U10501,S155591,2026-08-22 23:24:32,medical_records_click,patient_resources,medical_records_link,Mobile,Neurology,Email,,,,,,,web
EVT0026705,U26870,S127583,2026-08-22 23:25:16,newsletter_signup,newsletter,form,Desktop,Cardiology,Organic,,,,,,,web
EVT0011713,U19973,S137497,2026-08-22 23:25:50,mychart_click,home,mychart_link,Mobile,Primary Care,Organic,,,,,,,web
EVT0010579,U12830,S103055,2026-08-22 23:26:43,provider_profile_view,provider_profile,page,Mobile,Dermatology,Direct,,P181,,,,,web
EVT0052103,U23698,S101477,2026-08-22 23:27:26,insurance_step_view,scheduling,insurance_step,Tablet,Dermatology,Paid Search,,,,,,,web
EVT0032896,U19581,S100053,2026-08-22 23:31:02,schedule_abandoned,scheduling,workflow_exit,Mobile,Primary Care,Organic,,,,,location,,web
EVT0068272,U32191,S130345,2026-08-22 23:31:06,location_selected,scheduling,location_selector,Mobile,Women's Health,Organic,,,Plano,,,,web
EVT0007980,U22947,S146597,2026-08-22 23:32:47,service_line_view,service_line,page,Desktop,Women's Health,Paid Social,,,,,,,web
EVT0025934,U26156,S114441,2026-08-22 23:33:32,service_line_view,service_line,,Mobile,Orthopedics,Direct,,,,,,,web
EVT0026143,U16363,S123306,2026-08-22 23:34:45,find_care_click,home,find_care_cta,Tablet,Neurology,Paid Search,,,,,,,web
EVT0020457,U28034,S140815,2026-08-22 23:39:05,schedule_click,provider_profile,schedule_cta,Desktop,Primary Care,Email,,,,,,,web
EVT0030413,U21259,S146989,2026-08-22 23:41:25,form_submit,forms,form,Mobile,Pediatrics,Paid Search,,,,,,contact_us,web
EVT0061280,U26698,S111521,2026-08-22 23:44:11,careers_click,home,careers_link,Desktop,Orthopedics,Direct,,,,,,,web
EVT0068436,U16168,S159226,2026-08-22 23:44:12,directions_click,location,directions_link,Mobile,Neurology,Paid Social,,,Plano,,,,web
EVT0023442,U26847,S150139,2026-08-22 23:44:16,find_care_click,home,find_care_cta,Mobile,Cardiology,Paid Search,,,,,,,web
EVT0001334,U17465,S132917,2026-08-22 23:47:21,provider_search,find_care,provider_search,Mobile,Orthopedics,Organic,specialty,,,,,,web
EVT0056301,U13001,S154032,2026-08-22 23:50:31,appointment_completed,scheduling,confirmation,Mobile,Dermatology,Organic,,,,,,,web
EVT0021939,U26025,S118838,2026-08-22 23:51:36,provider_search,find_care,provider_search,Tablet,Dermatology,Organic,condition,,,,,,web
EVT0035435,U26485,S125615,2026-08-22 23:52:15,location_search,locations,location_search,Desktop,Primary Care,Direct,,,,,,,web
EVT0044912,U18791,S117694,2026-08-22 23:55:30,appointment_completed,scheduling,confirmation,Mobile,Neurology,Paid Search,,,,,,,web
EVT0057985,U22050,S144917,2026-08-22 23:58:04,cta_click,various,cta,Mobile,Dermatology,Email,,,,,,,web
EVT0045604,U32190,S113715,2026-08-22 23:58:26,homepage_view,home,page,Mobile,Primary Care,Organic,,,,,,,web
EVT0020161,U26591,S105065,2026-08-22 23:59:07,cta_click,,cta,Mobile,Neurology,Organic,,,,,,,web
EVT0014849,U24747,S113313,2026-08-23 00:00:02,provider_filter_click,find_care,provider_filter,Desktop,Orthopedics,Paid Social,,,,,,,web
EVT0053017,U28373,S107610,2026-08-23 00:00:10,provider_search,find_care,provider_search,Desktop,Neurology,Organic,name,,,,,,web
EVT0034177,U18270,S156778,2026-08-23 00:02:56,provider_search,find_care,,Mobile,Women's Health,Paid Social,name,,,,,,web
EVT0032422,U18263,S146087,2026-08-23 00:03:02,provider_profile_view,provider_profile,page,Mobile,Pediatrics,Email,,P131,,,,,web
EVT0068737,U13281,S110413,2026-08-23 00:03:38,location_selected,scheduling,location_selector,Desktop,Pediatrics,Organic,,,Waco,,,,web
EVT0055308,U13657,S127642,2026-08-23 00:04:47,campaign_landing_view,campaign,page,Mobile,Pediatrics,Referral,,,,,,,web
EVT0031867,U26695,S117381,2026-08-23 00:10:37,virtual_care_click,virtual_care,virtual_care_cta,Mobile,Cardiology,Direct,,,,,,,web
EVT0068506,U31657,S128339,2026-08-23 00:12:58,location_search,locations,location_search,Mobile,Neurology,Referral,,,,,,,web
EVT0024500,U17759,S120849,2026-08-23 00:15:21,provider_call_click,provider_profile,phone_link,Desktop,Orthopedics,Organic,,,,,,,web
EVT0039741,U12147,S152286,2026-08-23 00:15:49,newsletter_signup,newsletter,form,Mobile,Neurology,Direct,,,,,,,web
EVT0006190,U19627,S141400,2026-08-23 00:19:10,find_care_click,home,find_care_cta,Mobile,Dermatology,Direct,,,,,,,web
EVT0025507,U28838,S113840,2026-08-23 00:20:04,homepage_view,home,page,Mobile,Pediatrics,Email,,,,,,,web
EVT0002965,U20667,S116777,2026-08-23 00:20:24,date_selected,scheduling,date_selector,Mobile,Pediatrics,Paid Search,,,,,,,web
EVT0045910,U12401,S134527,2026-08-23 00:25:55,campaign_landing_view,campaign,page,Mobile,Primary Care,Paid Social,,,,,,,web
EVT0023590,U19928,S116776,2026-08-23 00:27:42,provider_profile_view,provider_profile,page,Mobile,Women's Health,Paid Search,,P348,,,,,web
EVT0018833,U24214,S104640,2026-08-23 00:31:03,provider_profile_view,provider_profile,page,Mobile,Neurology,Direct,,P482,,,,,web
EVT0010869,U27157,S110870,2026-08-23 00:31:56,homepage_view,,page,Desktop,Primary Care,Paid Social,,,,,,,web
EVT0008560,U17699,S104868,2026-08-23 00:32:41,cta_click,various,cta,Mobile,Primary Care,Referral,,,,,,,web
EVT0066040,U22159,S126178,2026-08-23 00:33:13,appointment_type_selected,scheduling,appointment_type,,Cardiology,Paid Social,,,,New Patient,,,web
EVT0057289,U21694,S136804,2026-08-23 00:34:32,appointment_type_selected,scheduling,appointment_type,Mobile,Neurology,Paid Social,,,,Virtual,,,web
EVT0020777,U26810,S155475,2026-08-23 00:34:48,provider_call_click,provider_profile,phone_link,Desktop,Dermatology,Direct,,,,,,,web
EVT0015794,U31603,S123358,2026-08-23 00:35:42,find_care_click,home,find_care_cta,Desktop,Cardiology,Organic,,,,,,,web
EVT0028666,U11809,S122809,2026-08-23 00:35:56,homepage_view,home,page,Desktop,Women's Health,Paid Search,,,,,,,web
EVT0068478,U17820,S149555,2026-08-23 00:37:37,location_selected,scheduling,location_selector,Mobile,Pediatrics,Paid Search,,,Plano,,,,web
EVT0028307,U13987,S137899,2026-08-23 00:39:24,cta_click,various,cta,Desktop,Primary Care,Direct,,,,,,,web
EVT0054892,U25898,S122296,2026-08-23 00:42:21,scheduling_started,scheduling,workflow_start,Desktop,Cardiology,Organic,,,,,,,web
EVT0012471,U14490,S154414,2026-08-23 00:42:41,scheduling_started,scheduling,workflow_start,Mobile,Cardiology,Organic,,,,,,,web
EVT0017191,U28214,S152672,2026-08-23 00:43:46,provider_call_click,provider_profile,phone_link,Mobile,Dermatology,Paid Search,,,,,,,web
EVT0071053,U23798,S146552,2026-08-23 00:44:50,careers_click,home,careers_link,Desktop,Neurology,Organic,,,,,,,web
EVT0019523,U30511,S122323,2026-08-23 00:47:35,provider_search,find_care,provider_search,Mobile,Primary Care,Organic,condition,,,,,,web
EVT0048057,U28419,S102658,2026-08-23 00:47:58,date_selected,scheduling,date_selector,Mobile,Primary Care,Organic,,,,,,,web
EVT0054565,U19896,S102750,2026-08-23 00:52:14,medical_records_click,patient_resources,medical_records_link,Mobile,Dermatology,Email,,,,,,,web
EVT0012926,U13523,S120585,2026-08-23 00:57:43,cta_click,various,cta,Mobile,Dermatology,Email,,,,,,,web
EVT0014385,U10910,S107324,2026-08-23 00:59:17,time_selected,scheduling,time_selector,Mobile,Pediatrics,Paid Social,,,,,,,web
EVT0025578,U17410,S141554,2026-08-23 00:59:27,provider_search,find_care,provider_search,Desktop,Neurology,Organic,name,,,,,,web
EVT0016619,U30283,S113032,2026-08-23 01:00:11,provider_profile_view,provider_profile,page,Desktop,Orthopedics,Direct,,P242,,,,,web
EVT0065539,U13219,S144514,2026-08-23 01:00:37,provider_filter_click,find_care,provider_filter,Mobile,Pediatrics,Direct,,,,,,,web
EVT0028843,U28531,S113840,2026-08-23 01:02:51,mychart_click,home,mychart_link,Mobile,Orthopedics,Direct,,,,,,,web
EVT0007878,U11793,S115921,2026-08-23 01:04:24,schedule_click,provider_profile,schedule_cta,Mobile,Cardiology,Organic,,,,,,,web
EVT0068978,U23686,S104117,2026-08-23 01:06:33,campaign_landing_view,campaign,page,Desktop,Neurology,Referral,,,,,,,web
EVT0031881,U25920,S141118,2026-08-23 01:07:09,appointment_type_selected,scheduling,appointment_type,,Cardiology,Organic,,,,New Patient,,,web
EVT0047365,U31894,S102358,2026-08-23 01:07:13,provider_search,find_care,provider_search,Desktop,Pediatrics,Direct,condition,,,,,,web
EVT0022596,U22200,S156712,2026-08-23 01:07:22,cta_click,various,cta,Mobile,Cardiology,Organic,,,,,,,web
EVT0045387,U19075,S137744,2026-08-23 01:09:38,time_selected,scheduling,time_selector,Desktop,Pediatrics,Email,,,,,,,web
EVT0003780,U26138,S140310,2026-08-23 01:12:56,form_start,forms,form,Mobile,Pediatrics,Direct,,,,,,newsletter,web
EVT0007402,U11689,S156718,2026-08-23 01:12:56,time_selected,scheduling,time_selector,Mobile,Neurology,Paid Search,,,,,,,web
EVT0029194,U24713,S140459,2026-08-23 01:13:06,provider_search,find_care,provider_search,Mobile,Neurology,Referral,condition,,,,,,web
EVT0026026,U23024,S110025,2026-08-23 01:13:50,insurance_step_view,scheduling,insurance_step,Desktop,Orthopedics,Organic,,,,,,,web
EVT0049815,U29977,S111582,2026-08-23 01:16:26,faq_expand,various,faq,Mobile,Neurology,Organic,,,,,,,web
EVT0070219,U15925,S142897,2026-08-23 01:17:35,schedule_abandoned,scheduling,workflow_exit,Desktop,Orthopedics,Paid Social,,,,,time,,web
EVT0019074,U32801,S149254,2026-08-23 01:17:45,mychart_click,home,mychart_link,Desktop,Orthopedics,Paid Social,,,,,,,web
EVT0010756,U30267,S157979,2026-08-23 01:19:14,provider_profile_view,provider_profile,page,Mobile,Orthopedics,Organic,,P153,,,,,web
EVT0050630,U15050,S114113,2026-08-23 01:21:17,location_search,locations,location_search,Mobile,Women's Health,Organic,,,,,,,web
EVT0031346,U19158,S148880,2026-08-23 01:21:54,provider_search,find_care,provider_search,Desktop,Cardiology,Organic,name,,,,,,web
EVT0011608,U27918,S136947,2026-08-23 01:24:12,provider_call_click,provider_profile,phone_link,Mobile,Pediatrics,Email,,,,,,,web
EVT0034827,U18780,S149078,2026-08-23 01:28:08,legacy_schedule_now,forms,form,Mobile,Cardiology,Paid Social,,,,,,contact_us,web
EVT0050690,U24766,S122346,2026-08-23 01:30:41,location_search,locations,location_search,Mobile,Primary Care,Direct,,,,,,,web
EVT0010108,U11988,S133687,2026-08-23 01:32:14,form_start,forms,form,Mobile,Pediatrics,Email,,,,,,newsletter,web
EVT0048021,U22066,S142377,2026-08-23 01:32:39,provider_filter_click,find_care,provider_filter,Mobile,Cardiology,Referral,,,,,,,web
EVT0056305,U14533,S144262,2026-08-23 01:34:38,provider_profile_view,provider_profile,page,Desktop,Women's Health,Organic,,P470,,,,,web
EVT0047672,U31251,S121140,2026-08-23 01:36:41,find_care_click,home,find_care_cta,Mobile,Pediatrics,Email,,,,,,,web
EVT0057595,U18196,S126169,2026-08-23 01:37:01,homepage_view,home,page,Desktop,Dermatology,Direct,,,,,,,web
EVT0061357,U13717,S152345,2026-08-23 01:38:49,donate_click,foundation,donate_cta,Mobile,Pediatrics,Organic,,,,,,,web
EVT0011483,U22856,S140836,2026-08-23 01:39:03,provider_profile_view,provider_profile,page,Mobile,Dermatology,Organic,,P353,,,,,web
EVT0006708,U17585,S100746,2026-08-23 01:41:54,directions_click,location,directions_link,Mobile,Dermatology,Paid Search,,,Temple,,,,web
EVT0008123,U11970,S111922,2026-08-23 01:42:19,schedule_abandoned,scheduling,workflow_exit,Mobile,Women's Health,Direct,,,,,location,,web
EVT0045577,U14040,S118439,2026-08-23 01:43:42,provider_call_click,provider_profile,phone_link,Mobile,Women's Health,Email,,,,,,,web
EVT0006056,U23760,S152809,2026-08-23 01:44:22,scheduling_started,scheduling,workflow_start,Mobile,Neurology,Paid Search,,,,,,,web
EVT0053142,U11313,S102591,2026-08-23 01:46:29,insurance_step_view,scheduling,insurance_step,Mobile,Dermatology,Organic,,,,,,,web
EVT0054003,U14247,S147139,2026-08-23 01:50:44,scheduling_started,scheduling,workflow_start,Desktop,Orthopedics,Direct,,,,,,,web
EVT0042574,U21697,S123417,2026-08-23 01:52:23,homepage_view,home,page,Mobile,Womens Health,Paid Social,,,,,,,web
EVT0038917,U31389,S121148,2026-08-23 01:52:36,service_line_view,service_line,page,Desktop,Dermatology,Organic,,,,,,,web
EVT0001697,U29122,S154779,2026-08-23 01:56:37,provider_search,find_care,provider_search,Desktop,Orthopedics,Direct,condition,,,,,,web
EVT0053820,U18493,S151383,2026-08-23 01:58:40,find_care_click,home,find_care_cta,Tablet,Cardiology,Paid Search,,,,,,,web
EVT0040973,U16207,S135842,2026-08-23 01:59:38,provider_profile_view,provider_profile,page,Tablet,Neurology,Direct,,P342,,,,,web
EVT0055148,U31842,S103339,2026-08-23 01:59:51,insurance_check_click,insurance,insurance_checker,Mobile,Neurology,Organic,,,,,,,web
EVT0006353,U29668,S135143,2026-08-23 02:01:41,insurance_step_view,scheduling,insurance_step,Mobile,Dermatology,Paid Search,,,,,,,web
EVT0038683,U28496,S142938,2026-08-23 02:02:20,date_selected,scheduling,date_selector,Tablet,Women's Health,Paid Search,,,,,,,web
EVT0058525,U31042,S131715,2026-08-23 02:03:01,provider_search,find_care,provider_search,Mobile,Pediatrics,Organic,condition,,,,,,web
EVT0046529,U32831,S132689,2026-08-23 02:03:50,schedule_click,provider_profile,schedule_cta,Desktop,Dermatology,Organic,,,,,,,web
EVT0029380,U27028,S145012,2026-08-23 02:04:57,provider_profile_view,provider_profile,page,Desktop,Neurology,Paid Social,,P450,,,,,web
EVT0055497,U31129,S149867,2026-08-23 02:05:33,homepage_view,home,page,Mobile,Neurology,Organic,,,,,,,web
EVT0042491,U15966,S109715,2026-08-23 02:06:21,location_selected,scheduling,location_selector,,Cardiology,Organic,,,Fort Worth,,,,web
EVT0009561,U28361,S119045,2026-08-23 02:07:58,scheduling_started,scheduling,workflow_start,Mobile,Primary Care,Direct,,,,,,,web
EVT0002505,U12721,S109110,2026-08-23 02:08:26,service_line_view,service_line,page,Mobile,Pediatrics,Paid Search,,,,,,,web
EVT0036003,U18180,S144455,2026-08-23 02:09:40,directions_click,location,directions_link,Desktop,Cardiology,Organic,,,Fort Worth,,,,web
